producer_price_index_item,month_of_forecast,year_of_forecast,year_being_forecast,attribute,forecast_percent_change
Farm-level soybeans,March,2007,2007,Lower bound of prediction interval,0.6
Farm-level soybeans,March,2007,2007,Mid point of prediction interval,26.0
Farm-level soybeans,March,2007,2007,Upper bound of prediction interval,61.7
Farm-level soybeans,April,2007,2007,Lower bound of prediction interval,-0.7
Farm-level cattle,December,2007,2007,Lower bound of prediction interval,7.1
Farm-level cattle,December,2007,2007,Mid point of prediction interval,7.8
Farm-level cattle,December,2007,2007,Upper bound of prediction interval,8.6
Wholesale beef,January,2007,2007,Lower bound of prediction interval,-13.6
Wholesale poultry,April,2007,2007,Lower bound of prediction interval,5.2
Wholesale poultry,April,2007,2007,Mid point of prediction interval,13.4
Wholesale poultry,April,2007,2007,Upper bound of prediction interval,22.8
Wholesale poultry,May,2007,2007,Lower bound of prediction interval,6.3
Farm-level soybeans,January,2007,2007,Lower bound of prediction interval,-16.4
Farm-level soybeans,January,2007,2007,Mid point of prediction interval,12.8
Farm-level soybeans,January,2007,2007,Upper bound of prediction interval,53.9
Farm-level soybeans,February,2007,2007,Lower bound of prediction interval,-12.9
Farm-level soybeans,February,2007,2007,Mid point of prediction interval,12.1
Wholesale poultry,March,2007,2007,Mid point of prediction interval,10.6
Farm-level soybeans,February,2007,2007,Upper bound of prediction interval,48.5
Wholesale beef,April,2007,2007,Mid point of prediction interval,3.8
Wholesale beef,April,2007,2007,Lower bound of prediction interval,-3.8
Wholesale beef,March,2007,2007,Upper bound of prediction interval,11.2
Wholesale beef,March,2007,2007,Mid point of prediction interval,1.6
Wholesale beef,March,2007,2007,Lower bound of prediction interval,-6.8
Wholesale beef,February,2007,2007,Upper bound of prediction interval,9.7
Wholesale beef,February,2007,2007,Mid point of prediction interval,-0.9
Wholesale beef,February,2007,2007,Lower bound of prediction interval,-10.1
Wholesale beef,January,2007,2007,Mid point of prediction interval,-3.2
Wholesale beef,April,2007,2007,Upper bound of prediction interval,12.3
Wholesale beef,December,2007,2007,Lower bound of prediction interval,1.9
Wholesale beef,December,2007,2007,Mid point of prediction interval,2.4
Wholesale beef,December,2007,2007,Upper bound of prediction interval,2.9
Farm-level milk,August,2007,2007,Upper bound of prediction interval,62.0
Farm-level milk,September,2007,2007,Lower bound of prediction interval,37.0
Farm-level milk,September,2007,2007,Mid point of prediction interval,44.4
Farm-level milk,September,2007,2007,Upper bound of prediction interval,53.0
Farm-level milk,October,2007,2007,Lower bound of prediction interval,42.3
Farm-level milk,October,2007,2007,Mid point of prediction interval,47.2
Farm-level milk,October,2007,2007,Upper bound of prediction interval,52.8
Farm-level milk,November,2007,2007,Lower bound of prediction interval,45.1
Farm-level milk,November,2007,2007,Mid point of prediction interval,47.7
Farm-level milk,November,2007,2007,Upper bound of prediction interval,50.7
Farm-level milk,December,2007,2007,Lower bound of prediction interval,47.7
Farm-level milk,December,2007,2007,Mid point of prediction interval,48.8
Farm-level milk,December,2007,2007,Upper bound of prediction interval,49.9
Wholesale pork,November,2007,2007,Mid point of prediction interval,4.7
Wholesale pork,November,2007,2007,Upper bound of prediction interval,6.4
Wholesale pork,December,2007,2007,Lower bound of prediction interval,3.7
Wholesale pork,December,2007,2007,Mid point of prediction interval,4.4
Wholesale pork,December,2007,2007,Upper bound of prediction interval,5.1
Wholesale dairy,January,2007,2007,Lower bound of prediction interval,-8.1
Farm-level milk,August,2007,2007,Mid point of prediction interval,48.3
Farm-level milk,August,2007,2007,Lower bound of prediction interval,37.3
Farm-level milk,July,2007,2007,Upper bound of prediction interval,49.5
Farm-level milk,July,2007,2007,Mid point of prediction interval,37.0
Farm-level milk,February,2007,2007,Upper bound of prediction interval,25.9
Farm-level milk,February,2007,2007,Mid point of prediction interval,9.5
Farm-level milk,February,2007,2007,Lower bound of prediction interval,-4.2
Farm-level milk,January,2007,2007,Upper bound of prediction interval,23.9
Farm-level milk,January,2007,2007,Mid point of prediction interval,6.9
Farm-level milk,January,2007,2007,Lower bound of prediction interval,-7.8
Wholesale pork,November,2007,2007,Lower bound of prediction interval,3.2
Farm-level milk,March,2007,2007,Lower bound of prediction interval,-1.8
Farm-level milk,March,2007,2007,Mid point of prediction interval,10.9
Wholesale pork,October,2007,2007,Upper bound of prediction interval,8.4
Farm-level milk,March,2007,2007,Upper bound of prediction interval,26.0
Farm-level milk,April,2007,2007,Mid point of prediction interval,14.4
Farm-level milk,April,2007,2007,Upper bound of prediction interval,28.5
Farm-level milk,May,2007,2007,Lower bound of prediction interval,8.2
Farm-level milk,May,2007,2007,Mid point of prediction interval,19.5
Farm-level milk,May,2007,2007,Upper bound of prediction interval,33.0
Farm-level milk,June,2007,2007,Lower bound of prediction interval,15.7
Farm-level milk,June,2007,2007,Mid point of prediction interval,26.4
Farm-level milk,June,2007,2007,Upper bound of prediction interval,39.0
Farm-level milk,July,2007,2007,Lower bound of prediction interval,26.5
Farm-level milk,April,2007,2007,Lower bound of prediction interval,2.4
Wholesale pork,October,2007,2007,Mid point of prediction interval,5.4
Wholesale pork,October,2007,2007,Lower bound of prediction interval,2.8
Wholesale pork,September,2007,2007,Upper bound of prediction interval,11.4
Wholesale dairy,April,2007,2007,Mid point of prediction interval,8.7
Wholesale dairy,April,2007,2007,Upper bound of prediction interval,17.9
Wholesale dairy,May,2007,2007,Lower bound of prediction interval,2.6
Wholesale dairy,May,2007,2007,Mid point of prediction interval,9.7
Wholesale dairy,May,2007,2007,Upper bound of prediction interval,17.5
Wholesale dairy,June,2007,2007,Lower bound of prediction interval,7.8
Wholesale dairy,June,2007,2007,Mid point of prediction interval,14.0
Wholesale dairy,June,2007,2007,Upper bound of prediction interval,20.9
Wholesale dairy,July,2007,2007,Lower bound of prediction interval,13.4
Wholesale dairy,April,2007,2007,Lower bound of prediction interval,0.6
Wholesale pork,April,2007,2007,Mid point of prediction interval,3.5
Wholesale pork,March,2007,2007,Upper bound of prediction interval,18.5
Wholesale pork,March,2007,2007,Mid point of prediction interval,2.7
Wholesale pork,March,2007,2007,Lower bound of prediction interval,-10.4
Wholesale pork,February,2007,2007,Upper bound of prediction interval,14.9
Wholesale pork,February,2007,2007,Mid point of prediction interval,-2.7
Wholesale pork,February,2007,2007,Lower bound of prediction interval,-16.8
Wholesale pork,January,2007,2007,Upper bound of prediction interval,18.6
Wholesale pork,January,2007,2007,Mid point of prediction interval,-1.2
Wholesale pork,January,2007,2007,Lower bound of prediction interval,-17.1
Wholesale pork,April,2007,2007,Lower bound of prediction interval,-7.8
Farm-level soybeans,April,2007,2007,Mid point of prediction interval,19.7
Wholesale dairy,March,2007,2007,Upper bound of prediction interval,17.3
Wholesale dairy,March,2007,2007,Lower bound of prediction interval,-2.7
Wholesale pork,September,2007,2007,Mid point of prediction interval,6.8
Wholesale pork,September,2007,2007,Lower bound of prediction interval,2.8
Wholesale pork,August,2007,2007,Upper bound of prediction interval,14.6
Wholesale pork,August,2007,2007,Mid point of prediction interval,8.2
Wholesale pork,August,2007,2007,Lower bound of prediction interval,2.8
Wholesale pork,July,2007,2007,Upper bound of prediction interval,17.5
Wholesale pork,July,2007,2007,Mid point of prediction interval,9.1
Wholesale pork,July,2007,2007,Lower bound of prediction interval,2.0
Wholesale pork,June,2007,2007,Upper bound of prediction interval,18.9
Wholesale dairy,March,2007,2007,Mid point of prediction interval,6.8
Wholesale pork,June,2007,2007,Mid point of prediction interval,8.5
Wholesale pork,May,2007,2007,Upper bound of prediction interval,15.6
Wholesale pork,May,2007,2007,Mid point of prediction interval,3.7
Wholesale pork,May,2007,2007,Lower bound of prediction interval,-6.0
Wholesale pork,April,2007,2007,Upper bound of prediction interval,17.4
Wholesale dairy,January,2007,2007,Mid point of prediction interval,3.7
Wholesale dairy,January,2007,2007,Upper bound of prediction interval,17.6
Wholesale dairy,February,2007,2007,Lower bound of prediction interval,-5.2
Wholesale dairy,February,2007,2007,Mid point of prediction interval,5.3
Wholesale dairy,February,2007,2007,Upper bound of prediction interval,17.6
Wholesale pork,June,2007,2007,Lower bound of prediction interval,-0.3
Farm-level soybeans,April,2007,2007,Upper bound of prediction interval,48.2
Wholesale beef,January,2007,2007,Upper bound of prediction interval,8.5
Farm-level soybeans,May,2007,2007,Mid point of prediction interval,22.4
Wholesale fats and oils,October,2007,2007,Upper bound of prediction interval,16.4
Wholesale fats and oils,November,2007,2007,Lower bound of prediction interval,14.5
Wholesale fats and oils,November,2007,2007,Mid point of prediction interval,15.7
Wholesale fats and oils,November,2007,2007,Upper bound of prediction interval,17.0
Wholesale fats and oils,December,2007,2007,Lower bound of prediction interval,16.5
Wholesale fats and oils,December,2007,2007,Mid point of prediction interval,17.1
Wholesale fats and oils,December,2007,2007,Upper bound of prediction interval,17.7
Wholesale poultry,November,2007,2007,Mid point of prediction interval,12.7
Wholesale poultry,November,2007,2007,Upper bound of prediction interval,13.6
Wholesale poultry,December,2007,2007,Lower bound of prediction interval,12.4
Wholesale poultry,December,2007,2007,Mid point of prediction interval,12.8
Wholesale fats and oils,October,2007,2007,Mid point of prediction interval,14.3
Wholesale poultry,December,2007,2007,Upper bound of prediction interval,13.2
Farm-level fruits,January,2007,2007,Mid point of prediction interval,14.4
Farm-level fruits,January,2007,2007,Upper bound of prediction interval,44.9
Farm-level fruits,February,2007,2007,Lower bound of prediction interval,-9.7
Farm-level fruits,February,2007,2007,Mid point of prediction interval,10.1
Farm-level fruits,February,2007,2007,Upper bound of prediction interval,35.6
Farm-level fruits,March,2007,2007,Lower bound of prediction interval,-1.0
Farm-level fruits,March,2007,2007,Mid point of prediction interval,17.7
Farm-level fruits,March,2007,2007,Upper bound of prediction interval,41.5
Farm-level fruits,April,2007,2007,Lower bound of prediction interval,0.0
Farm-level fruits,April,2007,2007,Mid point of prediction interval,16.1
Farm-level fruits,April,2007,2007,Upper bound of prediction interval,36.1
Farm-level fruits,January,2007,2007,Lower bound of prediction interval,-8.6
Farm-level fruits,May,2007,2007,Lower bound of prediction interval,0.2
Wholesale fats and oils,October,2007,2007,Lower bound of prediction interval,12.3
Wholesale fats and oils,September,2007,2007,Mid point of prediction interval,14.3
Wholesale fats and oils,January,2007,2007,Mid point of prediction interval,5.8
Wholesale fats and oils,January,2007,2007,Upper bound of prediction interval,20.0
Wholesale fats and oils,February,2007,2007,Lower bound of prediction interval,-3.6
Wholesale fats and oils,February,2007,2007,Mid point of prediction interval,7.3
Wholesale fats and oils,February,2007,2007,Upper bound of prediction interval,19.9
Farm-level soybeans,May,2007,2007,Lower bound of prediction interval,4.5
Wholesale fats and oils,March,2007,2007,Mid point of prediction interval,6.9
Wholesale fats and oils,March,2007,2007,Upper bound of prediction interval,17.4
Wholesale fats and oils,April,2007,2007,Lower bound of prediction interval,0.1
Wholesale fats and oils,April,2007,2007,Mid point of prediction interval,8.2
Wholesale fats and oils,April,2007,2007,Upper bound of prediction interval,17.5
Wholesale fats and oils,September,2007,2007,Upper bound of prediction interval,17.4
Wholesale fats and oils,May,2007,2007,Lower bound of prediction interval,1.8
Wholesale fats and oils,May,2007,2007,Upper bound of prediction interval,16.6
Wholesale fats and oils,June,2007,2007,Lower bound of prediction interval,4.5
Wholesale fats and oils,June,2007,2007,Mid point of prediction interval,10.5
Wholesale fats and oils,June,2007,2007,Upper bound of prediction interval,17.1
Wholesale fats and oils,July,2007,2007,Lower bound of prediction interval,6.2
Wholesale fats and oils,July,2007,2007,Mid point of prediction interval,11.1
Wholesale fats and oils,July,2007,2007,Upper bound of prediction interval,16.4
